"filename", "language", "Python", "Docker", "Shell Script", "pip requirements", "JSON", "YAML", "MS SQL", "Markdown", "Properties", "HTML", "JavaScript", "CSS", "XML", "comment", "blank", "total"
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Emberheart Dragonrider/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Emberheart Salamander/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Essence Channeler/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Eternal Phoenix/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Flame Tinkerer/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Flameblade Pyromancer/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Grove Guardian/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Guardian of the Grove/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Harbinger of the Eternal Tides/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Igni the Pyromancer/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Inferno Titan/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Ironclad Crusader/data.json", "JSON", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Kothar the Soul Reaper/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Luminous Angel/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Luminous Guardian/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Merfolk Wayfinder/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Mindshaper Sphinx/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Mist Djinn/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Mistweaver Adept/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Mistweaver Drake/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Mystic Tidecaller/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/xuanpeichen/Desktop/code/python/openai/src/cards/creature/Night Stalker/data.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
